,Customer ID,Gender,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_0,Offer_1,Offer_2,Offer_3,Offer_4,Offer_5,Internet Type_0,Internet Type_1,Internet Type_2,Internet Type_3,Contract_0,Contract_1,Contract_2,Payment Method_0,Payment Method_1,Payment Method_2
299,2305-MRGLV,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,3.0,0.0,-0.6242133405586695,-0.4782499721275447,1.0,-1.0766790061814042,0.0,1.0,2.7573211256892134,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9018333889942568,-0.1833363339265826,-0.246126164874075,1.0209937841201235,-0.7357701654809659,-0.3563750597260718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
300,2308-STERM,1.0,0.0,0.0,1.0,1.0,1.669458162144379,-0.8840707159015729,4.0,1.0,2.549380120833545,1.3082990204290113,1.0,1.4738317300874284,1.0,1.0,0.5322400007287745,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9088760682306704,1.509974568578119,-0.246126164874075,-0.2614531442151687,2.589861951273237,1.9573380245572385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
301,2309-OSFEU,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-0.4609060173449053,5.0,0.0,-0.6242133405586695,1.5991325773568226,1.0,1.0623108264228482,1.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.369430664749083,-0.1675103681069569,-0.246126164874075,-0.2614531442151687,2.4363070550645376,0.5842847580140281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
302,2332-TODQS,0.0,1.0,0.0,0.0,0.0,-0.4843770175281787,-0.386654921058058,1.0,0.0,-0.6242133405586695,-1.3092029919212915,1.0,0.7951832222896998,1.0,1.0,1.6706535995457432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4070851726362115,-0.9867288999234368,-0.246126164874075,-0.2614531442151687,-0.8575368417103514,-1.0389146551976485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
303,2346-DJQTB,1.0,0.0,1.0,1.0,1.0,0.5925405723081001,0.1669007871751923,4.0,1.0,-0.2715918448484234,1.6406802283465098,1.0,0.5175542872815384,1.0,1.0,-0.140458944026707,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.9015673372543873e-14,2.75537017427026,-0.246126164874075,4.440852259680903,1.764810964941745,2.7379363328295208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
304,2348-KCJLT,0.0,0.0,1.0,0.0,0.0,-0.4843770175281787,-0.7822012540944578,3.0,0.0,-0.6242133405586695,0.3111553966765149,1.0,0.3705356550313534,1.0,1.0,0.221763564687783,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3842569166885783,0.862211493162613,-0.246126164874075,-0.2614531442151687,0.4728915375222293,0.8181411598823771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
305,2351-RRBUE,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,5.0,1.0,-0.2715918448484234,1.1421084164702615,1.0,0.4814559623986804,1.0,1.0,-9.008110030355818e-15,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6325113597721528,1.964768765306597,1.0549801818183824,-0.2614531442151687,1.281062546224767,1.9264380368236829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
306,2364-UFROM,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,3.0,0.0,-0.6242133405586695,1.2667513694393238,1.0,-0.3179578504616998,1.0,1.0,-9.008110030355818e-15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486248898169087,1.0366118380896825,-0.246126164874075,2.730923021900513,0.4675414021626248,0.979490761883538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
307,2371-JUNGC,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-0.9602707846261672,1.0,0.0,-0.6242133405586695,-0.2705117171791079,1.0,1.133851143008876,1.0,1.0,0.3770017827082788,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.194104577305415,0.1099835552985266,-0.246126164874075,-0.2614531442151687,0.3560541994893336,0.1882283284111792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
308,2378-HTWFW,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-0.8815037765933208,4.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
309,2379-GYFLQ,1.0,0.0,0.0,1.0,1.0,0.5925405723081001,-2.7958236803800794e-16,5.0,1.0,-0.2715918448484234,0.8928225105321378,1.0,-1.0267976845250912,1.0,1.0,1.929383962913236,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4353163411525762,1.5138860999028565,2.8119389053397894,-0.2614531442151687,-0.428936896913613,1.0588009676174417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
310,2382-BCKQJ,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,-2.7958236803800794e-16,2.0,0.0,-0.6242133405586695,-0.9768217840037928,1.0,-0.2437922011569191,0.0,1.0,0.3770017827082788,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9015673372543873e-14,-0.6874293133857984,-0.246126164874075,-0.2614531442151687,-0.6920914199496311,-0.7530755355955921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
311,2397-BRLOM,1.0,0.0,0.0,1.0,1.0,1.669458162144379,-0.9409712039011608,3.0,1.0,0.0810296508618226,-0.9352741330141052,0.0,-1.5026392397991273,0.0,1.0,0.221763564687783,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.3781735622238888,-0.7866563206696452,2.8066228426362163,-0.2614531442151687,-0.8996285807979381,-0.9012026186633244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
312,2402-TAIRZ,0.0,1.0,0.0,1.0,1.0,0.5925405723081001,-2.7958236803800794e-16,3.0,1.0,1.8441371294130529,-0.3536070191584826,1.0,0.2937446730078194,0.0,1.0,-9.008110030355818e-15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9015673372543873e-14,-0.4274923208114624,-0.246126164874075,-0.2614531442151687,-0.1098764650637478,-0.3750417266595394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
313,2404-JIBFC,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,0.9981137639177098,3.0,0.0,-0.6242133405586695,1.1005607654805745,1.0,0.547089280367513,0.0,1.0,-0.1922050167002055,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6623822949561993,1.2042232033611733,-0.246126164874075,-0.2614531442151687,1.3156520730328178,1.3382423237527852,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
314,2410-CIYFZ,1.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,2.0,0.0,-0.6242133405586695,1.3498466714186983,1.0,-0.8883113836108547,0.0,1.0,-0.8131578887821885,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.5744092560717422,2.099873956465618,-0.246126164874075,9.87169461337037e-16,-0.1681628835432167,1.6577497625550834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
315,2446-BEGGB,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,2.476052838600405,2.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
316,2452-MRMZF,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,2.3794123272360257,3.0,1.0,-0.2715918448484234,0.1449647927177655,1.0,-0.2398542020787892,0.0,1.0,-0.0887128713532084,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.4652477279073333,0.7030526323629679,-0.246126164874075,1.8759584030103185,-0.0668830177694861,0.5502179129471165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
317,2453-SAFNS,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-0.7911380057602243,3.0,1.0,2.549380120833545,-0.769083529055356,1.0,-0.2536371988522439,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5807110418414867,-0.8884910155033166,-0.246126164874075,-0.2614531442151687,-0.5793177802348171,-0.8788246795964968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
318,2460-NGXBJ,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,-0.850225145763138,3.0,0.0,-0.6242133405586695,-1.1014647369728547,1.0,1.6411966909079512,0.0,1.0,-0.7096657434351914,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.1025497472320405,-0.7629398520052912,-0.246126164874075,-0.2614531442151687,-0.5540939960000963,-0.771994839462395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
319,2466-FCCPT,1.0,0.0,1.0,1.0,0.0,-0.4843770175281787,-0.9800932603954472,3.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
320,2466-NEJOJ,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,0.5187616160581909,3.0,1.0,-0.2715918448484234,-0.6859882270759813,1.0,1.5729380402203654,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5789503720323832,-0.8795214695345229,3.319622893528228,-0.2614531442151687,0.0017910792508782,-0.7092875059952772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
321,2468-SJFLM,1.0,1.0,0.0,0.0,0.0,-0.4843770175281787,-0.9002804622740537,1.0,0.0,-0.6242133405586695,-1.1845600389522295,1.0,1.323531431938802,0.0,1.0,1.3601771635047517,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5444174177462742,-0.875092896712838,-0.246126164874075,-0.2614531442151687,-0.692548285441013,-0.9017328003966616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
322,2474-BRUCM,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,5.0,0.0,-0.6242133405586695,-0.2289640661894205,1.0,-0.4912298098994178,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5789503720323832,-0.7686048284066345,1.490897323509012,-0.2614531442151687,-0.3993969360629415,-0.7353446927954647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
323,2476-YGEFM,0.0,0.0,0.0,1.0,1.0,1.669458162144379,1.1875443776840904,3.0,1.0,1.1388941379925608,0.9759178125115124,1.0,-0.5877107873136016,1.0,1.0,-0.4509353800676984,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.590255284353672,1.655577950131693,-0.246126164874075,-0.2614531442151687,0.0389174118137083,1.31759370228597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
324,2478-EEWWM,1.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,3.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
325,2482-CZGBB,0.0,0.0,1.0,0.0,0.0,-0.4843770175281787,-0.9116415455087248,2.0,0.0,-0.6242133405586695,-1.267655340931604,1.0,1.382601418110751,1.0,1.0,-0.2956971620472027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.496879332900483,-0.9536607241838492,-0.246126164874075,-0.2614531442151687,-0.7939243334234557,-0.993916814930658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
326,2495-INZWQ,1.0,0.0,1.0,1.0,0.0,-0.4843770175281787,-0.3539977487475176,1.0,0.0,-0.6242133405586695,-0.4367023211378572,1.0,1.5237130517437412,1.0,1.0,0.3770017827082788,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9176794172761872,-0.161890351835783,-0.246126164874075,-0.2614531442151687,0.3199858712223354,-0.0376148569237788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
327,2495-KZNFB,0.0,0.0,1.0,0.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,3.0,0.0,-0.6242133405586695,0.9759178125115124,1.0,-0.2254148721256459,1.0,1.0,0.4287478553817773,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.6730067653815304,1.8650471965908872,-0.246126164874075,-0.2614531442151687,0.4105654662768567,1.5933664854879537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
328,2506-CLAKW,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,0.3443048149232808,3.0,0.0,-0.6242133405586695,-0.1043211132203585,1.0,0.5956579356644489,1.0,1.0,-9.008110030355818e-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.896551379566947,0.2034331858556065,-0.246126164874075,-0.2614531442151687,0.253475873897991,0.2318277698781594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
329,2507-QZPQS,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,-1.0251097701160905,3.249582792508808,1.0,1.1388941379925608,-0.3951546701481699,1.0,0.285212341671871,0.0,1.0,3.2230357797507008,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7028777005655769,-0.1500883176663177,-0.246126164874075,-0.2614531442151687,-0.1463776132699499,-0.1662995709247045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
330,2511-ALLCS,0.0,1.0,0.0,0.0,0.0,-0.4843770175281787,-0.2003616775573188,3.0,0.0,-0.6242133405586695,1.1421084164702615,1.0,0.9881451771180678,1.0,1.0,0.3770017827082788,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0109344655879545,0.7952658593403895,-0.246126164874075,4.8683345691260005,1.8379575346672168,1.211863366551876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
331,2511-MORQY,1.0,0.0,0.0,1.0,0.0,-0.4843770175281787,0.1669007871751923,2.0,1.0,-0.2715918448484234,-1.1845600389522295,1.0,0.3495329932813269,1.0,1.0,-0.502681452741197,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.25924936024224,-0.8319761318803917,-0.246126164874075,-0.2614531442151687,-0.7639154843053133,-0.8887308939965681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
332,2519-LBNQL,1.0,0.0,0.0,1.0,1.0,1.669458162144379,1.633954137754374,3.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
333,2528-HFYZX,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,3.0,0.0,-0.6242133405586695,-1.3092029919212915,1.0,-0.9408180379859208,1.0,1.0,0.221763564687783,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9300041059399105,-0.980052320593282,-0.246126164874075,-0.2614531442151687,-0.8893370844657548,-1.0430422445310117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
334,2530-FMFXO,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-1.024872090550511,3.0,1.0,0.7862726422823147,0.3942506986558896,1.0,0.8831318683679357,0.0,1.0,0.5322400007287745,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0690365692883658,0.2055238319084832,-0.246126164874075,-0.2614531442151687,0.935888644709595,0.4354495798796242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
335,2541-YGPKE,1.0,0.0,1.0,1.0,0.0,-0.4843770175281787,-1.0394656158770557,3.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
336,2545-LXYVJ,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-0.291440487087152,3.249582792508808,0.0,-0.6242133405586695,-5.018634871765108e-15,0.0,-1.5026392397991273,0.0,1.0,-0.1922050167002055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3799946836037031,-0.937137876346598,-0.246126164874075,-0.2614531442151687,2.8703459278061322e-15,-1.0121244654641224,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
337,2565-JSLRY,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,-1.0353299914359828,3.0,0.0,-0.6242133405586695,-0.9768217840037928,1.0,-0.6461244403058625,0.0,1.0,2.7573211256892134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3665897670268339,-0.7024909569925445,-0.246126164874075,-0.2614531442151687,-0.7584210756326405,-0.7846266861291525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
338,2578-JQPHZ,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-0.3182507420844515,3.0,0.0,-0.6242133405586695,-0.9768217840037928,1.0,1.7619619959706034,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.601839079550727,-0.9374525972577836,-0.246126164874075,-0.2614531442151687,-0.3614169863977925,-0.8530841785296449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
339,2587-YNLES,0.0,1.0,0.0,0.0,1.0,1.669458162144379,0.4649984983242445,3.0,0.0,-0.6242133405586695,0.560441302614639,1.0,-1.2348553024862905,0.0,1.0,2.032876108260233,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7169630590384035,0.7590055143587753,-0.246126164874075,-0.2614531442151687,-0.6739851191595979,0.3970309746793478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
340,2592-YKDIF,0.0,0.0,0.0,1.0,1.0,1.669458162144379,-1.0118947862699037,5.0,1.0,2.9020016165437905,1.6406802283465098,1.0,-0.5726151241807701,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5613436739413495,-0.3640985372726206,-0.246126164874075,-0.2614531442151687,0.3269831269061331,-0.1955769890582484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
341,2603-HVKCG,0.0,0.0,1.0,1.0,0.0,-0.4843770175281787,-0.5211815551757135,3.249582792508808,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
342,2607-FBDFF,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-0.3154461232106205,3.249582792508808,0.0,-0.6242133405586695,0.5188936516249516,1.0,-0.2300092043834642,0.0,1.0,-0.1922050167002055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.4767710715336773,0.0125324731563708,-0.246126164874075,-0.2614531442151687,0.1494187468477015,0.0499469692101845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
343,2609-IAICY,0.0,1.0,0.0,0.0,0.0,-0.4843770175281787,0.6645067256711704,3.249582792508808,0.0,-0.6242133405586695,-1.0599170859831677,1.0,1.070843157758797,0.0,1.0,1.1531928728107574,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5585027762191007,-0.7840935932499898,-0.246126164874075,0.1660291652299287,-0.5696394454831725,-0.7897790562625229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
344,2612-RRIDN,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,0.2319299163175784,3.249582792508808,0.0,-0.6242133405586695,0.685084255583701,1.0,-0.7734530771653977,0.0,1.0,0.3770017827082788,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.2750953885241705,1.190128202553069,-0.246126164874075,-0.2614531442151687,-0.2451206732889017,0.8651600956160489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
